DHID,Azimuth,Inclination,Depth
DDH086,36.1,-49.2,145.0
DDH086,36.0,-49.2,150.0
DDH086,36.0,-49.3,155.0
DDH086,35.9,-49.2,160.0
DDH087,323.3,-80.4,0.0
DDH087,323.3,-80.6,5.0
DDH087,323.6,-80.5,10.0
DDH087,323.5,-80.5,15.0
DDH088,95.3,-79.9,0.0
DDH088,95.3,-79.9,5.0
DDH088,95.6,-79.9,10.0
DDH088,95.4,-80.0,15.0
DDH088,95.5,-80.0,20.0
DDH089,335.5,-76.1,0.0
DDH089,335.6,-76.3,5.0
DDH089,335.4,-76.3,10.0
DDH089,335.3,-76.2,15.0
DDH089,335.4,-76.2,20.0
DDH089,335.6,-76.3,25.0
DDH089,335.3,-76.2,30.0
DDH090,341.6,-69.3,0.0
DDH090,341.5,-69.4,5.0
DDH090,341.7,-69.2,10.0
DDH090,341.6,-69.2,15.0
DDH090,341.5,-69.4,20.0
DDH090,341.5,-69.4,25.0
DDH090,341.7,-69.3,30.0
DDH090,341.5,-69.3,35.0
DDH091,32.0,-44.3,0.0
DDH091,32.1,-44.3,5.0
DDH091,32.0,-44.4,10.0
DDH091,32.3,-44.3,15.0
DDH091,32.3,-44.1,20.0
DDH091,32.4,-44.3,25.0
DDH092,356.8,-72.4,0.0
DDH092,356.7,-72.3,5.0
DDH092,356.7,-72.3,10.0
DDH092,356.7,-72.4,15.0
DDH092,356.8,-72.4,20.0
DDH092,356.9,-72.2,25.0
DDH093,6.7,-56.1,0.0
DDH093,6.9,-55.9,5.0
DDH093,7.0,-56.2,10.0
DDH093,6.8,-55.9,15.0
DDH093,6.7,-56.0,20.0
DDH093,6.7,-55.9,25.0
DDH093,6.7,-56.1,30.0
DDH093,7.0,-56.0,35.0
DDH093,6.9,-55.8,40.0
DDH094,35.5,-48.0,0.0
DDH094,35.3,-48.2,5.0
DDH094,35.4,-48.0,10.0
DDH094,35.5,-48.0,15.0
DDH094,35.7,-48.0,20.0
DDH094,35.5,-48.0,25.0
DDH094,35.4,-48.3,30.0
DDH094,35.4,-48.1,35.0
DDH094,35.6,-48.0,40.0
DDH094,35.4,-48.3,45.0
DDH094,35.7,-48.0,50.0
DDH094,35.4,-48.3,55.0
DDH095,21.7,-51.7,0.0
DDH095,21.7,-51.9,5.0
DDH095,21.8,-51.7,10.0
DDH095,21.9,-51.9,15.0
DDH095,21.9,-51.9,20.0
DDH095,21.8,-51.8,25.0
DDH095,21.9,-51.8,30.0
DDH095,21.8,-51.9,35.0
DDH095,21.9,-51.8,40.0
DDH095,22.0,-51.8,45.0
DDH095,22.0,-51.6,50.0
DDH096,24.7,-62.9,0.0
DDH096,24.6,-63.1,5.0
DDH096,24.6,-63.1,10.0
DDH096,24.7,-62.9,15.0
DDH096,24.8,-63.1,20.0
DDH097,1.4,-45.0,0.0
DDH097,1.2,-45.0,5.0
DDH097,1.5,-45.0,10.0
DDH097,1.5,-44.8,15.0
DDH097,1.5,-45.0,20.0
DDH097,1.2,-45.1,25.0
DDH097,1.5,-45.0,30.0
DDH097,1.2,-44.9,35.0
DDH097,1.4,-44.8,40.0
DDH097,1.4,-44.9,45.0
DDH097,1.3,-44.8,50.0
DDH097,1.6,-45.0,55.0
DDH098,21.3,-51.1,0.0
DDH098,21.3,-51.1,5.0
DDH098,21.2,-51.0,10.0
DDH098,21.2,-51.0,15.0
DDH098,21.4,-50.8,20.0
DDH099,341.9,-68.4,0.0
DDH099,341.9,-68.4,5.0
DDH099,342.1,-68.3,10.0
DDH099,341.8,-68.3,15.0
DDH099,342.1,-68.3,20.0
DDH100,19.9,-66.2,0.0
DDH100,19.7,-66.2,5.0
DDH100,19.7,-66.1,10.0
DDH100,19.6,-66.0,15.0
DDH100,19.9,-66.0,20.0
DDH101,60.0,-70.6,0.0
DDH101,60.2,-70.7,5.0
DDH101,60.1,-70.7,10.0
DDH101,59.9,-70.4,15.0
DDH101,60.0,-70.7,20.0
DDH102,29.0,-73.6,0.0
DDH102,28.7,-73.6,5.0
DDH102,28.9,-73.4,10.0
DDH102,28.8,-73.6,15.0
DDH102,28.8,-73.3,20.0
DDH102,28.6,-73.5,25.0
DDH102,28.7,-73.5,30.0
DDH103,289.3,-80.7,0.0
DDH103,289.6,-80.7,5.0
DDH103,289.5,-80.5,10.0
DDH103,289.4,-80.5,15.0
DDH103,289.4,-80.7,20.0
DDH103,289.5,-80.5,25.0
DDH103,289.7,-80.5,30.0
DDH103,289.4,-80.7,35.0
DDH103,289.7,-80.4,40.0
DDH103,289.7,-80.6,45.0
DDH103,289.6,-80.4,50.0
DDH103,289.7,-80.5,55.0
DDH104,337.5,-79.8,0.0
DDH104,337.3,-79.5,5.0
DDH104,337.4,-79.7,10.0
DDH104,337.6,-79.6,15.0
DDH104,337.3,-79.5,20.0
DDH104,337.7,-79.6,25.0
DDH104,337.4,-79.7,30.0
DDH104,337.6,-79.4,35.0
DDH104,337.5,-79.4,40.0
DDH105,93.9,-81.7,0.0
DDH105,94.1,-81.5,5.0
DDH105,94.1,-81.5,10.0
DDH105,94.2,-81.4,15.0
DDH105,93.8,-81.6,20.0
DDH105,93.8,-81.6,25.0
DDH105,93.8,-81.5,30.0
DDH105,93.9,-81.6,35.0
DDH105,94.1,-81.4,40.0
DDH105,94.2,-81.2,45.0
DDH105,94.1,-81.6,50.0
DDH105,94.1,-81.3,55.0
DDH106,50.7,-86.2,0.0
DDH106,50.5,-86.0,5.0
DDH106,50.6,-85.8,10.0
DDH106,50.7,-85.9,15.0
DDH106,50.7,-85.9,20.0
DDH106,50.5,-86.0,25.0
DDH106,50.6,-85.8,30.0
DDH106,50.7,-85.9,35.0
DDH106,50.7,-86.0,40.0
DDH106,50.7,-85.9,45.0
DDH106,50.4,-85.9,50.0
DDH107,341.2,-74.3,0.0
DDH107,341.1,-74.5,5.0
DDH107,341.0,-74.3,10.0
DDH107,341.2,-74.2,15.0
DDH107,341.2,-74.3,20.0
DDH107,341.1,-74.2,25.0
DDH107,341.1,-74.4,30.0
DDH107,341.2,-74.2,35.0
DDH107,341.2,-74.4,40.0
DDH107,341.0,-74.2,45.0
DDH107,341.1,-74.1,50.0
DDH107,341.1,-74.2,55.0
DDH107,341.1,-74.1,60.0
DDH107,341.0,-74.3,65.0
DDH107,341.0,-74.5,70.0
DDH107,341.2,-74.2,75.0
DDH107,341.0,-74.4,80.0
DDH107,341.1,-74.2,85.0
DDH107,341.0,-74.5,90.0
DDH107,341.1,-74.2,95.0
DDH107,341.2,-74.5,100.0
DDH107,341.3,-74.1,105.0
DDH107,341.0,-74.2,110.0
DDH107,341.1,-74.4,115.0
DDH107,341.1,-74.2,120.0
DDH107,341.1,-74.3,125.0
DDH107,341.1,-74.3,130.0
DDH107,341.2,-74.5,135.0
DDH107,341.1,-74.4,140.0
DDH107,341.0,-74.1,145.0
DDH108,333.8,-67.6,0.0
DDH108,333.6,-67.5,5.0
DDH108,333.8,-67.3,10.0
DDH108,333.6,-67.6,15.0
DDH108,333.6,-67.4,20.0
DDH108,333.6,-67.6,25.0
DDH108,333.7,-67.7,30.0
DDH108,333.6,-67.7,35.0
DDH108,333.9,-67.8,40.0
DDH108,333.5,-67.6,45.0
DDH108,333.9,-67.8,50.0
DDH108,333.7,-67.8,55.0
DDH108,333.6,-67.8,60.0
DDH108,333.7,-67.8,65.0
DDH108,333.6,-67.8,70.0
DDH108,333.8,-67.5,75.0
DDH108,333.5,-67.8,80.0
DDH108,333.6,-67.5,85.0
DDH108,333.6,-67.7,90.0
DDH108,333.8,-67.6,95.0
DDH108,333.5,-67.6,100.0
DDH108,333.6,-67.6,105.0
DDH108,333.5,-67.8,110.0
DDH108,333.7,-67.6,115.0
DDH108,333.8,-67.9,120.0
DDH108,333.6,-67.8,125.0
DDH108,333.5,-67.7,130.0
DDH108,333.6,-67.8,135.0
DDH108,333.5,-67.7,140.0
DDH108,333.7,-67.7,145.0
DDH109,25.3,-55.5,0.0
DDH109,25.2,-55.5,5.0
DDH109,25.1,-55.4,10.0
DDH109,25.4,-55.6,15.0
DDH109,25.3,-55.5,20.0
DDH109,25.5,-55.3,25.0
DDH109,25.1,-55.4,30.0
DDH109,25.2,-55.6,35.0
DDH109,25.4,-55.5,40.0
DDH109,25.3,-55.3,45.0
DDH109,25.2,-55.5,50.0
DDH109,25.2,-55.7,55.0
DDH109,25.3,-55.4,60.0
DDH109,25.4,-55.5,65.0
DDH109,25.2,-55.5,70.0
DDH110,78.6,-83.6,0.0
DDH110,78.6,-83.3,5.0
DDH110,78.8,-83.7,10.0
DDH110,78.7,-83.5,15.0
DDH110,78.6,-83.3,20.0
DDH110,78.6,-83.5,25.0
DDH110,78.6,-83.5,30.0
DDH110,78.7,-83.6,35.0
DDH110,78.6,-83.6,40.0
DDH110,78.7,-83.4,45.0
DDH110,78.7,-83.7,50.0
DDH110,78.7,-83.3,55.0
DDH110,78.7,-83.3,60.0
DDH110,78.9,-83.7,65.0
DDH110,78.7,-83.7,70.0
DDH110,78.8,-83.5,75.0
DDH110,78.9,-83.4,80.0
DDH110,78.7,-83.4,85.0
DDH110,78.7,-83.6,90.0
DDH110,78.7,-83.4,95.0
DDH110,78.6,-83.4,100.0
DDH110,78.7,-83.4,105.0
DDH110,78.8,-83.5,110.0
DDH110,78.5,-83.5,115.0
DDH110,78.7,-83.6,120.0
DDH110,78.8,-83.7,125.0
DDH111,353.8,-57.8,0.0
DDH111,354.1,-57.6,5.0
DDH111,354.0,-57.7,10.0
DDH111,353.8,-57.6,15.0
DDH111,354.0,-57.7,20.0
DDH111,353.8,-57.6,25.0
DDH111,353.9,-57.5,30.0
DDH111,353.9,-57.7,35.0
DDH111,353.8,-57.6,40.0
DDH111,353.9,-57.9,45.0
DDH111,354.1,-57.6,50.0
DDH111,353.8,-57.5,55.0
DDH111,353.9,-57.8,60.0
DDH111,354.1,-57.8,65.0
DDH112,348.1,-82.3,0.0
DDH112,348.2,-82.4,5.0
DDH112,348.0,-82.2,10.0
DDH112,348.2,-82.3,15.0
DDH112,348.0,-82.1,20.0
DDH112,348.0,-82.3,25.0
DDH112,347.9,-82.5,30.0
DDH112,348.1,-82.2,35.0
DDH112,348.2,-82.2,40.0
DDH112,347.9,-82.3,45.0
DDH112,347.9,-82.4,50.0
DDH112,348.1,-82.4,55.0
DDH112,348.1,-82.3,60.0
DDH112,348.2,-82.1,65.0
DDH112,348.0,-82.3,70.0
DDH112,348.0,-82.1,75.0
DDH112,348.1,-82.1,80.0
DDH112,347.9,-82.4,85.0
DDH112,348.1,-82.1,90.0
DDH112,348.0,-82.0,95.0
DDH112,348.0,-82.3,100.0
DDH113,299.9,-76.9,0.0
DDH113,299.9,-76.7,5.0
DDH113,299.9,-76.9,10.0
DDH113,299.8,-76.6,15.0
DDH113,299.8,-76.9,20.0
DDH113,299.9,-76.7,25.0
DDH113,299.8,-76.8,30.0
DDH113,299.9,-76.7,35.0
DDH113,299.6,-76.9,40.0
DDH113,299.6,-76.7,45.0
DDH113,299.8,-76.5,50.0
DDH113,299.6,-76.8,55.0
DDH113,299.9,-76.6,60.0
DDH113,299.7,-76.5,65.0
DDH113,299.8,-76.5,70.0
DDH113,299.6,-76.5,75.0
DDH113,299.7,-76.6,80.0
DDH113,299.8,-76.7,85.0
DDH113,299.9,-76.8,90.0
DDH113,299.7,-76.7,95.0
DDH113,299.8,-76.6,100.0
DDH113,299.7,-76.8,105.0
DDH113,299.9,-76.4,110.0
DDH113,299.7,-76.8,115.0
DDH113,299.6,-76.6,120.0
DDH113,299.7,-76.6,125.0
DDH113,299.9,-76.5,130.0
DDH113,299.9,-76.6,135.0
DDH113,299.6,-76.6,140.0
DDH114,44.4,-66.1,0.0
DDH114,44.4,-66.1,5.0
DDH114,44.4,-66.3,10.0
DDH114,44.6,-66.3,15.0
DDH114,44.5,-66.2,20.0
DDH114,44.5,-66.0,25.0
DDH114,44.3,-66.3,30.0
DDH114,44.7,-66.0,35.0
DDH114,44.7,-66.2,40.0
DDH114,44.7,-66.0,45.0
DDH114,44.5,-66.3,50.0
DDH114,44.5,-66.3,55.0
DDH114,44.6,-66.3,60.0
DDH114,44.4,-66.2,65.0
DDH114,44.4,-66.1,70.0
DDH114,44.7,-66.1,75.0
DDH114,44.4,-66.0,80.0
DDH114,44.7,-65.9,85.0
DDH114,44.5,-66.0,90.0
DDH114,44.4,-66.1,95.0
DDH114,44.6,-66.2,100.0
DDH114,44.5,-65.9,105.0
DDH114,44.7,-66.0,110.0
DDH114,44.4,-66.0,115.0
DDH114,44.4,-65.9,120.0
DDH115,69.4,-84.8,0.0
DDH115,69.2,-84.9,5.0
DDH115,69.4,-85.0,10.0
DDH115,69.1,-84.7,15.0
DDH115,69.1,-84.8,20.0
DDH115,69.2,-85.0,25.0
DDH115,69.1,-84.7,30.0
DDH115,69.2,-84.7,35.0
DDH115,69.3,-84.9,40.0
DDH115,69.2,-84.6,45.0
DDH115,69.2,-84.8,50.0
DDH115,69.2,-84.7,55.0
DDH115,69.0,-84.6,60.0
DDH115,69.3,-84.9,65.0
DDH115,69.3,-84.7,70.0
DDH115,69.1,-84.7,75.0
DDH115,69.3,-84.6,80.0
DDH115,69.2,-84.8,85.0
DDH115,69.1,-84.8,90.0
DDH115,69.1,-84.5,95.0
DDH115,69.2,-84.7,100.0
DDH115,69.3,-84.7,105.0
DDH115,69.0,-84.9,110.0
DDH115,69.1,-84.7,115.0
DDH115,69.3,-84.8,120.0
DDH115,69.2,-84.5,125.0
DDH115,69.3,-84.9,130.0
DDH115,69.1,-84.7,135.0
DDH115,69.1,-84.6,140.0
DDH115,69.2,-84.5,145.0
DDH115,69.0,-84.6,150.0
DDH116,351.8,-56.5,0.0
DDH116,351.7,-56.4,5.0
DDH116,351.5,-56.4,10.0
DDH116,351.9,-56.5,15.0
DDH116,351.8,-56.2,20.0
DDH116,351.8,-56.3,25.0
DDH116,351.6,-56.4,30.0
DDH116,351.6,-56.4,35.0
DDH116,351.8,-56.2,40.0
DDH117,17.0,-53.6,0.0
DDH117,17.0,-53.7,5.0
DDH117,17.1,-53.5,10.0
DDH117,16.9,-53.4,15.0
DDH117,16.8,-53.7,20.0
DDH117,17.1,-53.8,25.0
DDH117,17.1,-53.7,30.0
DDH117,17.1,-53.4,35.0
DDH117,17.1,-53.7,40.0
DDH118,2.6,-48.7,0.0
DDH118,2.6,-48.8,5.0
DDH118,2.5,-48.6,10.0
DDH118,2.6,-48.6,15.0
DDH118,2.6,-48.7,20.0
DDH118,2.8,-48.8,25.0
DDH118,2.6,-48.7,30.0
DDH118,2.5,-48.6,35.0
DDH118,2.8,-48.8,40.0
DDH118,2.7,-48.7,45.0
DDH119,45.0,-59.0,0.0
DDH119,45.1,-59.3,5.0
DDH119,44.8,-59.1,10.0
DDH119,44.8,-58.9,15.0
DDH119,44.9,-59.2,20.0
DDH119,44.8,-59.1,25.0
DDH119,44.8,-59.2,30.0
DDH120,14.8,-59.3,0.0
DDH120,14.6,-59.3,5.0
DDH120,14.8,-59.4,10.0
DDH120,14.5,-59.5,15.0
DDH120,14.6,-59.6,20.0
DDH120,14.8,-59.3,25.0
DDH120,14.5,-59.3,30.0
DDH121,2.9,-64.0,0.0
DDH121,2.8,-63.9,5.0
DDH121,2.7,-63.7,10.0
DDH121,2.7,-63.9,15.0
DDH121,2.9,-63.8,20.0
DDH121,2.8,-63.8,25.0
DDH121,2.7,-63.9,30.0
DDH122,27.5,-68.8,0.0
DDH122,27.2,-68.9,5.0
DDH122,27.4,-68.9,10.0
DDH122,27.4,-68.9,15.0
DDH122,27.3,-68.8,20.0
DDH122,27.2,-68.8,25.0
DDH123,297.5,-75.8,0.0
DDH123,297.5,-75.6,5.0
DDH123,297.3,-75.6,10.0
DDH123,297.6,-75.7,15.0
DDH123,297.4,-75.5,20.0
DDH123,297.6,-75.7,25.0
DDH123,297.5,-75.6,30.0
DDH123,297.6,-75.6,35.0
DDH123,297.7,-75.9,40.0
DDH123,297.3,-75.8,45.0
DDH123,297.4,-75.9,50.0
DDH123,297.4,-75.5,55.0
DDH123,297.3,-75.8,60.0
DDH124,27.8,-86.0,0.0
DDH124,27.8,-85.9,5.0
DDH124,28.1,-85.8,10.0
DDH124,28.0,-86.0,15.0
DDH124,28.2,-85.8,20.0
DDH124,27.9,-85.9,25.0
DDH124,27.9,-86.0,30.0
DDH124,27.9,-85.8,35.0
DDH124,28.1,-85.7,40.0
DDH124,28.2,-85.8,45.0
DDH124,28.2,-85.9,50.0
DDH124,28.2,-85.9,55.0
DDH124,28.2,-85.9,60.0
DDH125,331.7,-83.7,0.0
DDH125,331.8,-83.6,5.0
DDH125,331.6,-83.6,10.0
DDH125,331.9,-83.6,15.0
DDH125,331.6,-83.7,20.0
DDH125,331.9,-83.4,25.0
DDH125,331.8,-83.4,30.0
DDH125,331.6,-83.4,35.0
DDH125,331.6,-83.7,40.0
DDH125,331.9,-83.4,45.0
DDH125,331.9,-83.7,50.0
DDH125,331.7,-83.6,55.0
DDH126,346.1,-59.7,0.0
DDH126,345.9,-59.5,5.0
DDH126,346.2,-59.5,10.0
DDH126,345.9,-59.7,15.0
DDH126,346.0,-59.6,20.0
DDH126,346.0,-59.6,25.0
DDH126,346.1,-59.5,30.0
DDH126,346.0,-59.4,35.0
DDH126,346.1,-59.7,40.0
DDH126,346.2,-59.4,45.0
DDH127,297.9,-77.6,0.0
DDH127,297.8,-77.5,5.0
DDH127,297.7,-77.4,10.0
DDH127,298.0,-77.6,15.0
DDH127,298.1,-77.5,20.0
DDH128,32.4,-53.2,0.0
DDH128,32.6,-53.1,5.0
DDH128,32.5,-53.0,10.0
DDH128,32.4,-53.3,15.0
DDH128,32.7,-53.2,20.0
DDH128,32.4,-53.3,25.0
DDH129,14.3,-51.0,0.0
DDH129,14.5,-51.2,5.0
DDH129,14.3,-51.1,10.0
DDH129,14.4,-51.3,15.0
DDH129,14.2,-51.2,20.0
DDH129,14.1,-51.1,25.0
DDH130,307.2,-81.8,0.0
DDH130,307.0,-81.9,5.0
DDH130,307.0,-82.1,10.0
DDH130,307.3,-81.8,15.0
DDH130,307.4,-81.8,20.0
DDH130,307.2,-81.9,25.0
DDH130,307.2,-82.1,30.0
DDH130,307.1,-82.0,35.0
DDH130,307.4,-81.8,40.0
DDH130,307.1,-82.0,45.0
DDH130,307.3,-81.8,50.0
DDH130,307.1,-81.9,55.0
DDH130,307.2,-81.9,60.0
DDH130,307.2,-81.9,65.0
DDH130,307.4,-81.8,70.0
DDH130,307.3,-82.1,75.0
DDH130,307.4,-81.8,80.0
DDH130,307.5,-81.9,85.0
DDH130,307.3,-82.1,90.0
DDH130,307.4,-82.0,95.0
DDH130,307.3,-82.0,100.0
DDH130,307.1,-82.0,105.0
DDH130,307.1,-82.3,110.0
DDH130,307.3,-82.1,115.0
DDH130,307.5,-82.0,120.0
DDH130,307.1,-82.2,125.0
DDH130,307.3,-82.3,130.0
DDH130,307.4,-82.0,135.0
DDH130,307.2,-81.9,140.0
DDH130,307.3,-82.0,145.0
DDH130,307.5,-82.0,150.0
DDH130,307.3,-82.3,155.0
DDH131,17.0,-79.1,0.0
DDH131,17.0,-79.2,5.0
DDH131,16.8,-79.0,10.0
DDH131,17.0,-79.0,15.0
DDH131,17.2,-79.1,20.0
DDH131,17.1,-79.2,25.0
DDH131,17.0,-79.2,30.0
DDH131,16.9,-79.1,35.0
DDH131,17.0,-79.2,40.0
DDH131,16.9,-79.1,45.0
DDH131,16.9,-79.2,50.0
DDH131,16.9,-79.0,55.0
DDH131,17.0,-79.2,60.0
DDH131,17.2,-79.3,65.0
DDH131,16.8,-79.2,70.0
DDH131,16.8,-79.0,75.0
DDH131,16.9,-79.3,80.0
DDH131,17.0,-79.4,85.0
DDH131,16.8,-79.3,90.0
DDH131,17.0,-79.2,95.0
DDH131,17.1,-79.3,100.0
DDH131,16.9,-79.2,105.0
DDH131,16.7,-79.4,110.0
DDH131,16.8,-79.2,115.0
DDH131,16.7,-79.4,120.0
DDH131,17.0,-79.4,125.0
DDH131,16.8,-79.2,130.0
DDH131,16.8,-79.4,135.0
DDH131,17.1,-79.2,140.0
DDH132,27.7,-74.9,0.0
DDH132,27.6,-74.8,5.0
DDH132,27.8,-74.9,10.0
DDH132,27.7,-74.8,15.0
DDH132,27.7,-74.9,20.0
DDH132,28.0,-74.7,25.0
DDH132,27.9,-74.8,30.0
DDH132,27.7,-75.0,35.0
DDH132,27.9,-74.9,40.0
DDH132,27.7,-74.9,45.0
DDH132,27.8,-74.6,50.0
DDH132,27.7,-74.6,55.0
DDH133,14.6,-66.7,0.0
DDH133,14.8,-66.5,5.0
DDH133,14.6,-66.8,10.0
DDH133,14.7,-66.7,15.0
DDH133,14.6,-66.7,20.0
DDH133,14.6,-66.4,25.0
DDH133,14.5,-66.4,30.0
DDH133,14.6,-66.5,35.0
DDH133,14.6,-66.6,40.0
DDH133,14.5,-66.6,45.0
DDH133,14.8,-66.6,50.0
DDH133,14.7,-66.6,55.0
DDH134,28.1,-60.5,0.0
DDH134,28.3,-60.5,5.0
DDH134,28.0,-60.6,10.0
DDH134,28.2,-60.4,15.0
DDH134,28.1,-60.7,20.0
DDH134,27.9,-60.6,25.0
DDH134,28.2,-60.7,30.0
DDH134,28.2,-60.6,35.0
DDH134,28.0,-60.5,40.0
DDH134,28.0,-60.5,45.0
DDH134,28.1,-60.4,50.0
DDH134,28.2,-60.3,55.0
DDH135,334.6,-83.8,0.0
DDH135,334.4,-83.8,5.0
DDH135,334.5,-83.8,10.0
DDH135,334.6,-84.0,15.0
DDH135,334.5,-84.0,20.0
DDH135,334.6,-83.7,25.0
DDH135,334.6,-83.8,30.0
DDH135,334.7,-83.9,35.0
DDH135,334.5,-83.9,40.0
DDH135,334.4,-84.0,45.0
DDH135,334.4,-84.0,50.0
DDH135,334.4,-83.7,55.0
DDH135,334.5,-83.8,60.0
DDH136,358.4,-50.0,0.0
DDH136,358.5,-50.1,5.0
DDH136,358.6,-49.9,10.0
DDH136,358.4,-50.2,15.0
DDH136,358.6,-50.1,20.0
DDH136,358.4,-49.8,25.0
DDH136,358.3,-50.1,30.0
DDH136,358.4,-50.0,35.0
DDH136,358.3,-49.8,40.0
DDH136,358.6,-49.8,45.0
DDH136,358.3,-49.9,50.0
DDH136,358.4,-49.8,55.0
DDH137,20.8,-78.5,0.0
DDH137,20.5,-78.5,5.0
DDH137,20.7,-78.5,10.0
DDH137,20.8,-78.2,15.0
DDH137,20.8,-78.4,20.0
DDH137,20.8,-78.4,25.0
DDH137,20.7,-78.1,30.0
DDH137,20.7,-78.5,35.0
DDH137,20.7,-78.2,40.0
DDH137,20.5,-78.4,45.0
DDH137,20.6,-78.2,50.0
DDH137,20.5,-78.2,55.0
DDH137,20.6,-78.2,60.0
DDH137,20.7,-78.4,65.0
DDH137,20.7,-78.1,70.0
DDH137,20.7,-78.2,75.0
DDH137,20.7,-78.4,80.0
DDH137,20.6,-78.1,85.0
DDH137,20.4,-78.2,90.0
DDH138,300.9,-78.3,0.0
DDH138,301.0,-78.3,5.0
DDH138,300.8,-78.2,10.0
DDH138,300.7,-78.1,15.0
DDH138,300.7,-78.4,20.0
DDH138,300.7,-78.3,25.0
DDH138,300.9,-78.3,30.0
DDH138,300.7,-78.2,35.0
DDH138,301.0,-78.2,40.0
DDH138,300.9,-78.0,45.0
DDH138,300.8,-78.1,50.0
DDH138,300.6,-77.9,55.0
DDH138,301.0,-78.1,60.0
DDH138,300.7,-78.2,65.0
DDH138,300.7,-78.2,70.0
DDH138,300.8,-78.2,75.0
DDH138,300.8,-78.0,80.0
DDH138,300.7,-77.9,85.0
DDH138,300.8,-77.9,90.0
DDH138,300.6,-78.0,95.0
DDH138,300.8,-78.1,100.0
DDH138,300.9,-77.8,105.0
DDH138,300.6,-78.1,110.0
DDH138,300.9,-77.9,115.0
DDH138,300.7,-78.1,120.0
DDH138,300.7,-77.9,125.0
DDH138,300.9,-78.1,130.0
DDH138,300.9,-77.8,135.0
DDH138,300.8,-78.1,140.0
DDH139,63.4,-70.4,0.0
DDH139,63.4,-70.7,5.0
DDH139,63.3,-70.6,10.0
DDH139,63.5,-70.8,15.0
DDH139,63.5,-70.7,20.0
DDH139,63.6,-70.7,25.0
DDH139,63.4,-70.7,30.0
DDH139,63.3,-70.6,35.0
DDH139,63.4,-70.7,40.0
DDH139,63.4,-70.9,45.0
DDH139,63.3,-70.6,50.0
DDH139,63.3,-70.6,55.0
DDH139,63.5,-70.8,60.0
DDH139,63.3,-70.8,65.0
DDH139,63.2,-70.6,70.0
DDH139,63.1,-70.9,75.0
DDH139,63.4,-70.7,80.0
DDH140,74.8,-79.3,0.0
DDH140,74.8,-79.1,5.0
DDH140,74.6,-79.1,10.0
DDH140,74.5,-79.0,15.0
DDH140,74.6,-79.1,20.0
DDH140,74.5,-79.0,25.0
DDH140,74.5,-79.3,30.0
DDH140,74.5,-79.3,35.0
DDH140,74.6,-79.3,40.0
DDH140,74.8,-79.2,45.0
DDH140,74.8,-79.1,50.0
DDH140,74.8,-79.2,55.0
DDH140,74.8,-79.3,60.0
DDH140,74.7,-79.3,65.0
DDH140,74.7,-79.2,70.0
DDH140,74.6,-79.1,75.0
DDH140,74.5,-79.2,80.0
DDH140,74.8,-79.2,85.0
DDH140,74.6,-79.2,90.0
DDH140,74.6,-79.2,95.0
DDH141,8.6,-52.1,0.0
DDH141,8.5,-52.1,5.0
DDH141,8.3,-52.0,10.0
DDH141,8.4,-52.1,15.0
DDH141,8.6,-52.1,20.0
DDH141,8.5,-52.1,25.0
DDH141,8.4,-52.3,30.0
DDH141,8.6,-52.1,35.0
DDH141,8.4,-52.3,40.0
DDH141,8.3,-52.2,45.0
DDH141,8.5,-52.3,50.0
DDH141,8.5,-52.2,55.0
DDH141,8.7,-52.1,60.0
DDH141,8.5,-52.1,65.0
DDH141,8.6,-52.2,70.0
DDH141,8.4,-52.4,75.0
DDH141,8.7,-52.3,80.0
DDH142,7.5,-46.7,0.0
DDH142,7.5,-46.8,5.0
DDH142,7.4,-46.9,10.0
DDH142,7.7,-46.7,15.0
DDH142,7.6,-46.5,20.0
DDH142,7.8,-46.6,25.0
DDH142,7.5,-46.6,30.0
DDH142,7.5,-46.8,35.0
DDH142,7.7,-46.5,40.0
DDH142,7.5,-46.9,45.0
DDH142,7.7,-46.8,50.0
DDH142,7.5,-46.8,55.0
DDH142,7.6,-46.7,60.0
DDH142,7.7,-46.7,65.0
DDH142,7.6,-46.5,70.0
DDH142,7.6,-46.8,75.0
DDH142,7.8,-46.8,80.0
DDH143,16.4,-47.3,0.0
DDH143,16.3,-47.4,5.0
DDH143,16.4,-47.7,10.0
DDH143,16.1,-47.4,15.0
DDH143,16.2,-47.4,20.0
DDH143,16.3,-47.4,25.0
DDH143,16.1,-47.3,30.0
DDH143,16.5,-47.4,35.0
DDH143,16.1,-47.6,40.0
DDH143,16.5,-47.3,45.0
DDH143,16.3,-47.5,50.0
DDH143,16.1,-47.4,55.0
DDH143,16.4,-47.6,60.0
DDH143,16.1,-47.6,65.0
DDH143,16.1,-47.6,70.0
DDH143,16.4,-47.6,75.0
DDH144,23.5,-64.9,0.0
DDH144,23.4,-65.1,5.0
DDH144,23.5,-65.0,10.0
DDH144,23.6,-65.2,15.0
DDH144,23.5,-64.9,20.0
DDH144,23.7,-64.8,25.0
DDH144,23.6,-65.2,30.0
DDH144,23.8,-65.0,35.0
DDH144,23.5,-64.9,40.0
DDH144,23.5,-65.2,45.0
DDH144,23.7,-65.1,50.0
DDH144,23.5,-65.0,55.0
DDH144,23.6,-64.9,60.0
DDH144,23.6,-64.9,65.0
DDH144,23.6,-65.0,70.0
DDH144,23.7,-65.2,75.0
DDH144,23.5,-64.9,80.0
DDH145,68.1,-86.8,0.0
