DHID,depth,azimuth,dip
DH_166,218.0,98.506,-71.368
DH_166,223.0,97.457,-71.52
DH_166,228.0,97.455,-71.685
DH_166,233.0,97.418,-71.791
DH_166,238.0,95.964,-71.881
DH_166,243.0,99.879,-72.105
DH_166,248.0,101.571,-72.457
DH_167,0.0,89.0,-60.0
DH_167,5.0,90.209,-60.333
DH_167,10.0,90.441,-60.5
DH_167,15.0,90.875,-60.675
DH_167,20.0,91.108,-60.9
DH_167,25.0,91.308,-61.1
DH_167,30.0,92.114,-61.269
DH_167,35.0,92.211,-61.501
DH_167,40.0,91.799,-61.834
DH_167,45.0,91.967,-62.2
DH_167,50.0,91.967,-62.458
DH_167,55.0,92.264,-62.842
DH_167,60.0,92.376,-63.333
DH_167,65.0,92.607,-63.634
DH_167,70.0,92.507,-63.676
DH_167,75.0,92.26,-64.127
DH_167,79.938,93.295,-64.885
DH_167,84.875,93.949,-65.431
DH_167,89.813,93.58,-65.987
DH_167,94.751,93.727,-66.524
DH_167,99.689,93.702,-67.078
DH_167,105.0,94.99,-67.676
DH_167,110.0,95.19,-67.999
DH_167,115.0,93.707,-68.267
DH_167,120.0,94.555,-68.677
DH_167,125.0,94.963,-69.067
DH_167,130.0,95.224,-69.401
DH_167,135.0,95.385,-69.632
DH_167,139.938,94.643,-69.721
DH_167,144.875,94.106,-69.453
DH_167,149.813,94.164,-69.1
DH_167,154.751,94.861,-68.901
DH_167,159.689,94.763,-68.821
DH_167,164.626,94.565,-68.732
DH_167,169.564,95.112,-68.743
DH_167,174.502,94.987,-68.713
DH_167,179.439,95.181,-68.897
DH_167,184.377,95.494,-69.248
DH_167,189.315,96.072,-69.39
DH_167,194.252,97.43,-69.559
DH_167,199.0,97.25,-69.652
DH_167,204.0,97.847,-69.867
DH_167,209.0,98.225,-70.089
DH_167,214.0,97.545,-70.508
DH_167,219.0,98.73,-70.52
DH_167,224.0,98.009,-70.491
DH_167,229.0,98.568,-70.462
DH_167,234.0,98.089,-70.531
DH_167,239.0,98.075,-70.651
DH_167,244.0,98.369,-70.945
DH_167,249.0,98.595,-71.257
DH_167,254.0,99.709,-71.51
DH_167,259.0,100.258,-71.783
DH_167,264.0,98.736,-72.015
DH_167,269.0,98.43,-72.361
DH_167,274.0,99.91,-72.47
DH_167,279.0,101.404,-72.656
DH_167,284.0,99.186,-73.051
DH_167,289.0,99.854,-73.261
DH_167,294.0,100.305,-73.374
DH_167,298.938,99.551,-73.484
DH_168,0.0,90.0,-60.0
DH_168,10.0,91.372,-60.868
DH_168,20.0,91.665,-61.647
DH_168,30.0,91.895,-62.351
DH_168,40.0,93.157,-63.126
DH_168,50.0,93.202,-63.881
DH_168,60.0,93.154,-64.481
DH_168,70.0,93.296,-64.967
DH_168,80.0,93.645,-65.417
DH_168,90.0,93.996,-65.867
DH_168,100.0,94.345,-66.317
DH_168,110.0,94.696,-66.767
DH_168,120.0,95.044,-67.217
DH_168,130.0,95.396,-67.667
DH_168,140.0,95.744,-68.117
DH_168,150.0,96.096,-68.567
DH_168,160.0,96.444,-69.017
DH_168,170.0,96.795,-69.467
DH_168,180.0,97.143,-69.917
DH_168,190.0,97.495,-70.367
DH_168,200.0,97.843,-70.817
DH_168,210.0,98.195,-71.267
DH_168,220.0,98.543,-71.717
DH_168,230.0,98.895,-72.167
DH_168,240.0,99.242,-72.617
DH_168,250.0,99.594,-73.067
DH_168,260.0,99.942,-73.517
DH_168,270.0,100.294,-73.967
DH_168,280.0,100.641,-74.418
DH_168,290.0,100.824,-74.646
DH_169,0.0,89.0,-60.0
DH_169,7.0,90.027,-60.061
DH_169,14.0,90.721,-61.104
DH_169,21.0,90.023,-61.934
DH_169,28.0,90.494,-62.478
DH_169,35.0,91.525,-62.854
DH_169,42.0,92.503,-63.34
DH_169,49.0,92.765,-63.97
DH_169,56.0,93.297,-64.349
DH_169,63.0,93.991,-64.805
DH_169,70.0,95.642,-65.664
DH_169,77.0,95.864,-65.999
DH_169,84.0,96.302,-66.328
DH_169,91.0,95.941,-66.88
DH_169,98.0,96.884,-67.464
DH_169,105.0,97.12,-67.846
DH_169,112.0,98.794,-68.193
DH_169,119.0,97.396,-69.012
DH_169,126.0,97.136,-69.559
DH_169,133.0,97.65,-70.011
DH_169,140.0,97.187,-70.208
DH_169,147.0,97.528,-70.351
DH_169,154.0,98.236,-70.686
DH_169,161.0,98.396,-71.168
DH_169,168.0,98.422,-71.684
DH_169,175.0,98.921,-72.058
DH_169,182.0,99.162,-72.373
DH_169,189.0,99.401,-72.688
DH_169,196.0,99.656,-73.003
DH_169,203.0,99.896,-73.318
DH_169,210.0,100.137,-73.633
DH_169,217.0,100.39,-73.948
DH_169,224.0,100.629,-74.263
DH_169,231.0,100.873,-74.578
DH_169,238.0,101.125,-74.893
DH_169,245.0,101.362,-75.208
DH_169,252.0,101.61,-75.522
DH_169,259.0,101.863,-75.833
DH_169,266.0,101.991,-75.989
DH_170,0.0,87.0,-60.0
DH_170,5.0,95.508,-60.142
DH_170,10.004,94.033,-60.098
DH_170,15.008,93.273,-60.219
DH_170,20.012,93.491,-60.593
DH_170,25.016,93.828,-61.07
DH_170,30.0,91.751,-61.362
DH_170,35.0,89.206,-61.609
DH_170,40.0,89.071,-62.334
DH_170,45.0,89.325,-62.71
DH_170,50.0,90.058,-62.883
DH_170,55.0,91.567,-63.082
DH_170,60.004,93.762,-63.328
DH_170,65.008,92.02,-63.723
DH_170,70.012,89.691,-64.135
DH_170,75.016,92.711,-64.695
DH_170,80.02,93.996,-65.109
DH_170,85.0,91.971,-65.534
DH_170,90.0,93.433,-65.912
DH_170,95.0,93.909,-66.174
DH_170,100.0,93.385,-66.695
DH_170,105.0,95.51,-67.204
DH_170,110.0,94.747,-67.711
DH_170,115.0,93.779,-68.186
DH_170,120.004,94.053,-68.452
DH_170,125.008,92.591,-68.903
DH_170,130.012,93.255,-69.373
DH_170,135.016,92.913,-69.752
DH_170,140.02,92.2,-70.13
DH_170,145.024,93.333,-70.494
DH_170,150.028,94.276,-70.913
DH_170,155.032,95.192,-71.336
DH_170,160.036,93.034,-71.698
DH_170,165.04,91.421,-72.021
DH_170,170.044,93.062,-72.347
DH_170,175.048,94.771,-72.722
DH_170,180.052,94.433,-73.174
DH_170,185.056,93.737,-73.554
DH_170,190.06,94.017,-73.939
DH_170,195.064,93.565,-74.245
DH_170,200.068,93.1,-74.333
DH_171,0.0,89.0,-60.0
DH_171,9.607,91.932,-59.536
DH_171,19.214,92.542,-59.621
DH_171,28.821,93.47,-59.775
DH_171,38.0,94.278,-59.956
DH_171,48.0,94.407,-60.547
DH_171,58.0,94.431,-60.876
DH_171,68.0,94.206,-61.719
DH_171,78.0,94.584,-62.385
DH_171,88.0,94.624,-63.283
DH_171,98.0,95.506,-64.006
DH_171,108.0,95.864,-64.601
DH_171,118.0,96.556,-64.565
DH_171,128.0,96.933,-64.985
DH_171,138.0,97.285,-65.435
DH_171,148.0,97.632,-65.885
DH_171,158.0,97.985,-66.333
DH_171,168.0,98.332,-66.775
DH_171,178.0,98.685,-67.221
DH_171,188.0,99.032,-67.68
DH_171,198.0,99.385,-68.135
DH_171,208.0,99.732,-68.585
DH_171,218.0,100.085,-69.035
DH_171,228.0,100.431,-69.485
DH_171,238.0,100.784,-69.935
DH_171,248.0,101.131,-70.385
DH_171,258.0,101.484,-70.835
DH_171,268.0,101.83,-71.285
DH_171,278.0,102.184,-71.735
DH_171,288.0,102.53,-72.185
DH_171,298.0,102.884,-72.635
DH_171,308.0,103.23,-73.085
DH_171,318.0,103.583,-73.535
DH_171,328.0,103.929,-73.985
DH_171,338.0,104.282,-74.429
DH_171,348.0,104.459,-74.645
DH_172,0.0,89.0,-60.0
DH_172,10.0,93.112,-59.771
DH_172,20.0,93.545,-60.163
DH_172,30.0,93.634,-60.517
DH_172,40.0,93.129,-60.408
DH_172,50.0,93.442,-60.888
DH_172,60.0,94.627,-61.061
DH_172,70.0,95.18,-61.45
DH_172,80.0,95.529,-61.9
DH_172,90.0,95.88,-62.35
DH_172,100.0,96.229,-62.8
DH_172,110.0,96.58,-63.25
DH_172,120.0,96.928,-63.7
DH_172,130.0,97.28,-64.15
DH_172,140.0,97.628,-64.6
DH_172,150.0,97.98,-65.05
DH_172,160.0,98.328,-65.5
DH_172,170.0,98.679,-65.95
DH_172,180.0,99.028,-66.4
DH_172,190.0,99.379,-66.85
DH_172,200.0,99.728,-67.3
DH_172,210.0,100.079,-67.75
DH_172,220.0,100.427,-68.2
DH_172,230.0,100.779,-68.65
DH_172,240.0,101.127,-69.1
DH_172,250.0,101.479,-69.55
DH_172,260.0,101.827,-70.0
DH_172,270.0,102.178,-70.45
DH_172,280.0,102.527,-70.899
DH_172,290.0,102.71,-71.119
DH_173,0.0,88.0,-60.0
DH_173,10.0,95.224,-60.892
DH_173,20.0,95.569,-61.342
DH_173,30.0,95.924,-61.792
DH_173,40.0,96.268,-62.242
DH_173,50.0,96.624,-62.692
DH_173,60.0,96.968,-63.142
DH_173,70.0,97.324,-63.592
DH_173,80.0,97.668,-64.042
DH_173,90.0,98.024,-64.492
DH_173,100.0,98.368,-64.942
DH_173,110.0,98.723,-65.392
DH_173,120.0,99.067,-65.842
DH_173,130.0,99.423,-66.292
DH_173,140.0,99.767,-66.742
DH_173,150.0,100.123,-67.192
DH_173,160.0,100.467,-67.642
DH_173,170.0,100.823,-68.092
DH_173,180.0,101.166,-68.542
DH_173,190.0,101.515,-68.981
DH_173,200.0,101.842,-69.41
DH_173,210.0,102.017,-69.624
DH_174,0.0,90.0,-60.0
DH_174,5.0,91.789,-59.543
DH_174,10.0,91.059,-59.542
DH_174,15.0,90.908,-59.9
DH_174,20.0,90.602,-60.335
DH_174,25.012,90.192,-60.793
DH_174,30.024,89.983,-61.304
DH_174,35.036,90.222,-61.728
DH_174,40.049,91.076,-62.12
DH_174,45.0,91.45,-62.458
DH_174,50.0,91.259,-62.758
DH_174,55.0,91.63,-63.176
DH_174,60.0,92.522,-63.617
DH_174,65.0,93.165,-63.975
DH_174,70.0,92.259,-64.305
DH_174,75.0,91.609,-64.884
DH_174,80.0,92.101,-65.517
DH_174,85.0,92.175,-65.833
DH_174,90.0,92.904,-66.101
DH_174,95.0,93.011,-66.459
DH_174,100.0,93.672,-66.863
DH_174,105.0,94.123,-67.31
DH_174,110.0,94.089,-67.61
DH_174,115.0,92.938,-67.969
DH_174,120.0,91.934,-68.402
DH_174,125.0,92.337,-68.742
DH_174,130.0,92.27,-69.134
DH_174,135.0,92.799,-69.55
DH_174,140.0,92.891,-69.908
DH_174,145.0,93.131,-70.258
DH_174,150.0,92.128,-70.621
DH_174,155.0,92.618,-71.075
DH_174,160.0,93.392,-71.503
DH_174,165.0,93.457,-71.828
DH_174,170.0,93.634,-72.152
DH_174,175.0,93.177,-72.551
DH_174,180.0,94.485,-72.927
DH_174,185.0,94.912,-73.25
DH_174,190.0,95.088,-73.534
DH_174,195.0,95.163,-73.776
DH_174,200.0,94.345,-74.075
DH_174,205.0,93.671,-74.425
DH_174,210.0,94.244,-74.761
DH_174,215.012,94.755,-74.909
DH_174,220.024,95.616,-75.013
DH_174,225.036,97.212,-75.16
DH_174,230.049,97.043,-75.319
DH_174,235.061,96.795,-75.571
DH_174,240.073,97.255,-75.846
DH_174,245.085,96.47,-76.176
DH_174,250.097,95.719,-76.511
DH_174,255.0,96.633,-76.826
DH_174,260.0,97.052,-77.1
DH_174,265.0,97.425,-77.385
DH_174,270.012,96.025,-77.667
DH_174,275.024,95.504,-77.872
DH_174,280.036,97.526,-78.17
DH_174,285.049,97.748,-78.52
DH_174,290.061,96.624,-78.642
DH_174,295.073,95.8,-78.6
DH_174,300.085,95.8,-78.6
DH_175,0.0,89.0,-60.0
DH_175,5.0,94.567,-59.633
DH_175,10.0,94.824,-59.9
DH_175,15.0,94.668,-60.043
DH_175,20.0,95.131,-60.17
DH_175,25.0,96.05,-60.008
DH_175,30.0,96.682,-60.252
DH_175,35.0,97.309,-60.842
DH_175,40.0,97.1,-60.975
DH_175,45.0,97.373,-61.176
DH_175,50.0,98.033,-61.434
DH_175,55.0,98.292,-61.583
DH_175,60.0,98.664,-61.875
DH_175,65.0,98.858,-62.058
DH_175,70.0,98.376,-62.134
DH_175,75.0,98.248,-62.517
DH_175,80.0,98.59,-63.05
DH_175,85.0,99.107,-63.434
DH_175,90.0,99.733,-63.6
DH_175,95.0,100.316,-63.659
DH_175,100.0,100.658,-63.867
DH_175,105.0,100.808,-64.233
DH_175,110.0,101.24,-64.584
DH_175,115.0,101.766,-65.028
DH_175,120.047,101.531,-65.369
DH_175,125.094,101.394,-65.669
DH_175,130.141,101.64,-66.15
DH_175,135.188,101.72,-66.582
DH_175,140.0,102.024,-66.883
DH_175,145.0,101.958,-67.211
DH_175,150.047,101.794,-67.502
DH_175,155.094,101.277,-67.788
DH_175,160.0,101.034,-68.186
DH_175,165.047,101.016,-68.487
DH_175,170.094,100.434,-68.758
DH_175,175.141,101.233,-68.964
DH_175,180.188,101.893,-69.108
DH_175,185.234,102.038,-69.228
DH_175,190.281,102.124,-69.329
DH_175,195.0,101.798,-69.375
DH_175,200.047,101.839,-69.35
DH_175,205.094,102.629,-69.3
DH_175,210.0,103.383,-69.35
DH_175,215.0,103.998,-69.542
DH_175,220.0,103.918,-69.684
DH_175,225.0,103.758,-69.75
DH_175,230.0,103.936,-70.042
DH_175,235.0,104.147,-70.241
DH_175,240.047,105.109,-70.416
DH_175,245.094,105.117,-70.921
DH_175,250.141,105.373,-71.339
DH_175,255.0,106.365,-71.6
DH_175,260.0,106.65,-71.658
DH_175,265.0,107.341,-71.643
DH_175,270.0,108.15,-71.692
DH_175,275.0,107.825,-71.734
DH_175,280.0,107.416,-71.817
DH_175,285.0,108.127,-71.818
DH_175,290.0,107.303,-71.789
DH_175,295.0,106.241,-71.859
DH_175,300.0,108.405,-71.941
DH_175,305.0,109.973,-71.783
DH_175,310.0,109.85,-71.6
DH_175,315.047,109.9,-71.6
DH_175,320.094,109.9,-71.6
DH_176,0.0,90.0,-60.0
DH_176,5.0,91.116,-59.833
DH_176,10.0,90.984,-60.075
DH_176,15.0,90.7,-60.175
DH_176,20.0,90.985,-60.05
DH_176,25.0,91.042,-59.909
DH_176,30.0,91.199,-60.009
DH_176,35.0,91.832,-60.333
DH_176,40.0,91.684,-60.609
DH_176,45.0,91.251,-60.9
DH_176,50.0,90.984,-61.35
DH_176,55.0,91.232,-61.642
DH_176,60.0,91.327,-61.942
DH_176,65.0,90.784,-62.2
DH_176,70.0,91.068,-62.176
DH_176,75.0,91.534,-62.475
DH_176,80.0,91.525,-62.9
DH_176,85.0,91.929,-63.267
DH_176,90.0,92.852,-63.901
DH_176,95.0,93.491,-64.442
DH_176,100.0,93.888,-64.967
DH_176,105.0,93.587,-65.443
DH_176,110.0,93.289,-65.825
DH_176,115.0,93.386,-66.342
DH_176,120.0,93.398,-66.817
DH_176,125.0,93.831,-67.242
DH_176,130.0,93.868,-67.725
DH_176,135.0,93.692,-68.158
DH_176,140.0,94.005,-68.55
DH_176,145.0,94.259,-68.975
DH_176,150.0,94.249,-69.375
DH_176,155.0,93.781,-69.768
DH_176,160.0,93.465,-70.159
DH_176,165.0,94.236,-70.559
DH_176,170.0,94.501,-70.892
DH_176,175.0,94.637,-71.2
DH_176,180.0,95.042,-71.558
DH_176,185.0,94.784,-71.758
DH_176,190.0,94.922,-71.942
DH_176,195.0,93.202,-72.111
DH_176,200.0,93.814,-72.319
DH_176,205.0,97.008,-72.509
DH_176,210.0,96.948,-72.776
DH_176,215.0,96.707,-73.108
DH_176,220.0,96.859,-73.3
DH_176,225.0,97.609,-73.552
DH_176,230.0,98.314,-74.233
DH_176,235.0,95.382,-74.533
DH_176,240.0,92.034,-74.284
DH_176,245.0,90.321,-74.494
DH_176,250.0,89.333,-74.783
DH_176,255.0,89.69,-74.992
DH_176,260.0,90.452,-75.284
DH_176,265.0,90.983,-75.633
DH_176,270.0,91.174,-75.908
DH_176,275.0,91.144,-76.158
DH_176,280.0,91.331,-76.4
DH_176,285.0,90.832,-76.61
DH_176,290.0,90.428,-76.85
DH_176,295.0,90.933,-76.983
DH_177,0.0,90.0,-60.0
DH_177,8.0,91.423,-60.998
DH_177,16.0,90.947,-61.65
DH_177,24.0,90.423,-62.321
DH_177,32.0,90.455,-63.004
DH_177,40.2,90.984,-63.445
DH_177,48.4,90.91,-63.908
DH_177,56.6,90.941,-64.521
DH_177,65.0,90.601,-65.463
DH_177,73.0,90.92,-66.135
DH_177,81.0,91.786,-66.814
DH_177,89.0,91.815,-67.385
DH_177,97.0,91.178,-68.065
DH_177,105.0,91.231,-68.777
DH_177,113.0,90.992,-69.521
DH_177,121.0,90.922,-70.13
DH_177,129.0,90.389,-70.651
DH_177,137.0,90.761,-71.185
DH_177,145.0,91.216,-71.813
DH_177,153.0,90.856,-72.2
DH_177,161.0,91.76,-72.647
DH_177,169.0,91.125,-73.006
DH_177,177.0,91.217,-73.6
DH_177,185.2,91.825,-74.121
DH_177,193.4,93.188,-74.511
DH_177,201.6,91.854,-75.161
DH_177,209.8,93.656,-75.427
DH_177,218.0,93.132,-75.819
DH_177,226.0,96.107,-76.388
DH_177,234.2,94.32,-76.86
DH_177,242.4,94.434,-76.921
DH_177,251.0,96.594,-77.293
DH_177,259.0,95.655,-77.584
DH_177,267.0,95.347,-77.811
DH_177,275.0,95.345,-78.075
DH_177,283.0,95.853,-78.268
DH_177,291.0,96.071,-78.47
DH_177,299.0,95.983,-78.5
DH_177,307.2,95.983,-78.5
DH_177,315.4,95.983,-78.5
DH_177,324.0,95.983,-78.5
DH_177,332.2,95.983,-78.5
DH_177,340.4,95.983,-78.5
DH_177,348.6,95.983,-78.5
DH_177,357.0,95.983,-78.5
DH_177,365.2,95.983,-78.5
DH_177,373.4,95.983,-78.5
DH_177,382.0,95.983,-78.5
DH_177,390.0,95.983,-78.5
DH_177,398.2,95.983,-78.5
DH_177,406.4,95.983,-78.5
DH_177,415.0,95.983,-78.5
DH_177,423.0,95.983,-78.5
DH_177,431.0,95.983,-78.5
DH_177,439.0,95.983,-78.5
DH_177,447.0,95.983,-78.5
DH_177,455.0,95.983,-78.5
DH_177,463.0,95.983,-78.5
DH_177,471.0,95.983,-78.5
DH_177,479.0,95.983,-78.5
DH_177,487.0,95.983,-78.5
DH_178,0.0,88.0,-60.0
DH_178,5.008,95.858,-58.118
DH_178,10.015,96.661,-58.369
DH_178,15.023,97.535,-58.61
DH_178,20.03,98.506,-58.963
DH_178,25.038,99.666,-59.202
DH_178,30.045,101.088,-59.396
DH_178,35.0,101.287,-59.677
DH_178,40.0,100.715,-60.067
DH_178,45.0,100.825,-60.408
DH_178,50.0,100.94,-60.75
DH_178,55.0,100.925,-61.033
DH_178,60.0,100.865,-61.475
DH_178,65.0,100.793,-62.034
DH_178,70.0,100.069,-62.318
DH_178,75.0,99.774,-62.592
DH_178,80.0,99.967,-62.8
DH_178,85.0,99.685,-63.117
DH_178,90.008,99.425,-63.534
DH_178,95.015,100.166,-63.929
DH_178,100.023,101.213,-64.058
DH_178,105.03,100.839,-64.23
DH_178,110.038,100.354,-64.399
DH_178,115.045,100.617,-64.623
DH_178,120.053,100.861,-65.036
DH_178,125.061,101.025,-65.415
DH_178,130.068,100.991,-65.855
DH_178,135.076,100.639,-66.186
DH_178,140.0,100.416,-66.433
DH_178,145.0,99.897,-66.768
DH_178,150.008,99.642,-67.059
DH_178,155.015,100.174,-67.377
DH_178,160.023,100.267,-67.878
DH_178,165.03,100.686,-68.143
DH_178,170.0,102.075,-68.161
DH_178,175.0,102.333,-68.46
DH_178,180.008,102.082,-68.935
DH_178,185.015,102.689,-69.46
DH_178,190.0,103.115,-70.017
DH_178,195.0,103.466,-70.358
DH_178,200.0,103.93,-70.7
DH_178,205.0,103.491,-71.085
DH_178,210.0,102.277,-71.367
DH_178,215.0,101.924,-71.675
DH_178,220.0,102.033,-71.958
DH_178,225.0,101.948,-71.767
DH_178,230.0,101.56,-71.625
DH_178,235.0,102.302,-72.019
DH_178,240.0,103.4,-72.417
DH_178,245.0,103.491,-72.734
DH_178,250.008,103.508,-72.992
DH_178,255.015,103.949,-73.227
DH_178,260.023,104.266,-73.442
DH_178,265.03,104.699,-73.627
DH_178,270.0,105.465,-73.875
DH_178,275.0,104.554,-74.069
DH_178,280.0,104.004,-74.284
DH_178,285.008,104.717,-74.517
DH_178,290.015,105.292,-74.71
DH_178,295.023,105.157,-74.935
DH_178,300.03,104.45,-75.126
DH_178,305.0,103.761,-75.267
DH_178,310.0,103.034,-75.392
DH_178,315.0,103.588,-75.526
DH_178,320.0,104.763,-75.725
DH_178,325.0,105.424,-75.933
DH_178,330.0,106.505,-76.068
DH_178,335.0,105.596,-76.09
DH_178,340.0,104.245,-76.225
DH_178,345.0,105.646,-76.46
DH_178,350.0,106.658,-76.592
DH_178,355.0,106.683,-76.667
DH_178,360.008,106.683,-76.667
DH_179,0.0,273.0,-85.0
DH_179,5.068,268.879,-84.992
DH_179,10.137,263.66,-85.183
DH_179,15.205,261.25,-85.589
DH_179,20.274,256.36,-85.934
DH_179,25.0,250.021,-85.877
DH_179,30.0,249.624,-85.893
DH_179,35.0,251.494,-86.067
DH_179,40.0,249.153,-86.18
DH_179,45.0,246.018,-86.25
DH_179,50.0,250.282,-86.319
DH_179,55.0,249.753,-86.363
DH_179,60.0,250.226,-86.458
DH_179,65.0,251.546,-86.585
DH_179,70.0,248.63,-86.726
DH_179,75.0,252.947,-86.578
DH_179,80.0,252.237,-86.48
DH_179,85.0,247.932,-86.651
DH_179,90.0,248.783,-86.702
DH_179,95.0,251.407,-86.909
DH_179,100.0,253.087,-87.159
DH_179,105.0,250.82,-87.137
DH_179,110.0,248.427,-87.134
DH_179,115.0,249.744,-87.292
DH_179,120.0,251.475,-87.292
DH_179,125.0,254.696,-87.294
DH_179,130.0,255.592,-87.426
DH_179,135.0,255.175,-87.567
DH_179,140.0,263.126,-87.708
DH_179,145.0,278.321,-87.264
DH_179,150.068,284.693,-86.766
DH_179,155.137,284.534,-86.457
DH_179,160.205,283.359,-86.3
DH_179,165.274,282.852,-86.337
DH_179,170.342,281.845,-86.415
DH_179,175.411,280.296,-86.578
DH_179,180.479,278.223,-86.555
DH_179,185.548,274.537,-86.571
DH_179,191.0,267.737,-86.417
DH_179,196.0,267.434,-86.224
DH_179,201.0,266.716,-86.058
DH_179,206.0,265.872,-85.928
DH_179,211.0,264.173,-85.767
DH_179,216.0,262.091,-85.767
DH_179,221.0,260.157,-85.745
DH_179,226.0,264.401,-85.748
DH_179,231.0,265.993,-85.756
DH_179,236.0,266.773,-85.58
DH_179,241.0,265.049,-85.31
DH_179,246.0,261.861,-85.238
DH_179,251.068,259.82,-85.144
DH_179,256.137,257.088,-85.035
DH_179,261.205,255.392,-85.095
DH_179,266.274,256.728,-85.107
DH_179,271.342,259.983,-85.023
DH_179,276.411,261.815,-84.885
DH_179,281.479,257.048,-84.601
DH_179,286.548,256.234,-84.549
DH_179,292.0,260.08,-84.674
DH_179,297.0,261.415,-84.77
DH_179,302.0,263.732,-84.585
DH_179,307.0,262.188,-84.51
DH_179,312.0,259.622,-84.409
DH_179,317.0,259.334,-84.375
DH_179,322.0,258.871,-84.292
DH_179,327.068,262.064,-84.119
DH_179,332.137,267.001,-83.607
DH_179,337.205,258.444,-84.284
DH_179,342.274,254.797,-84.495
DH_179,347.342,254.884,-84.477
DH_179,352.411,258.142,-84.45
DH_179,357.479,251.893,-84.21
DH_179,362.548,251.782,-84.108
DH_179,367.616,251.933,-84.1
DH_180,0.0,90.0,-60.0
DH_180,5.0,91.661,-60.301
DH_180,10.0,91.797,-60.627
DH_180,15.0,92.375,-60.817
DH_180,20.0,92.275,-61.1
DH_180,25.0,92.418,-61.083
DH_180,30.0,92.766,-60.883
DH_180,35.0,93.274,-61.059
DH_180,40.0,93.807,-61.392
DH_180,45.0,94.165,-61.858
DH_180,50.0,94.408,-62.292
DH_180,55.0,94.951,-62.409
DH_180,60.0,95.142,-62.367
DH_180,65.0,94.917,-62.525
DH_180,70.0,95.447,-62.818
DH_180,75.0,95.667,-63.042
DH_180,80.0,95.559,-62.95
DH_180,85.0,96.549,-63.058
DH_180,89.939,97.119,-63.397
DH_180,94.879,97.431,-63.696
DH_180,99.818,98.474,-64.094
DH_180,104.758,98.739,-64.251
DH_180,110.0,98.567,-64.308
DH_180,115.0,98.509,-64.658
DH_180,120.0,98.061,-65.084
DH_180,125.0,97.732,-65.642
DH_180,130.0,97.162,-66.185
DH_180,135.0,97.054,-66.526
DH_180,140.0,97.492,-66.875
DH_180,145.0,97.795,-67.292
DH_180,150.0,97.936,-67.759
DH_180,155.0,97.625,-68.275
DH_180,160.0,97.732,-68.817
DH_180,165.0,97.127,-69.102
DH_180,170.0,96.581,-69.467
DH_180,175.0,96.849,-69.967
DH_180,180.0,97.156,-70.392
DH_180,185.0,97.309,-70.808
DH_180,190.0,97.515,-71.109
DH_180,195.0,97.676,-71.417
DH_180,200.0,97.286,-71.809
DH_180,205.0,97.612,-72.176
DH_180,210.0,97.451,-72.543
DH_180,215.0,97.926,-72.862
DH_180,220.0,98.684,-72.992
DH_180,225.0,99.208,-73.169
DH_180,230.0,100.151,-73.4
DH_180,235.0,99.4,-73.493
DH_180,240.0,99.204,-73.65
DH_180,245.0,99.65,-73.892
DH_180,250.0,100.19,-74.034
DH_180,255.0,100.571,-74.289
DH_180,259.939,100.543,-74.629
DH_180,264.879,100.864,-74.821
DH_180,269.818,100.678,-74.983
DH_180,274.758,99.624,-75.299
DH_180,280.0,99.69,-75.56
DH_180,285.0,100.69,-75.683
DH_180,290.0,100.842,-75.883
DH_180,295.0,100.957,-76.067
DH_180,300.0,101.604,-76.267
DH_180,305.0,101.561,-76.475
DH_180,310.0,100.781,-76.442
DH_180,315.0,100.702,-76.564
DH_180,319.939,101.053,-76.848
DH_180,324.879,101.193,-76.898
DH_181,0.0,87.0,-60.0
DH_181,5.0,95.544,-58.061
DH_181,9.982,96.121,-58.291
DH_181,14.965,95.742,-58.45
DH_181,20.0,95.798,-58.967
DH_181,25.0,94.681,-59.372
DH_181,30.0,94.542,-59.305
DH_181,35.0,95.733,-59.35
DH_181,40.0,95.65,-59.433
DH_181,45.0,95.665,-59.825
DH_181,50.0,95.809,-60.342
DH_181,55.0,96.123,-60.651
DH_181,60.0,96.125,-60.801
DH_181,65.0,96.424,-60.86
DH_181,70.0,97.864,-60.927
DH_181,74.982,98.165,-61.025
DH_181,79.965,97.455,-61.231
DH_181,84.947,98.524,-61.389
DH_181,89.93,99.07,-61.492
DH_181,94.912,97.887,-61.551
DH_181,99.895,97.907,-61.693
DH_181,104.877,97.993,-62.049
DH_181,109.86,97.458,-62.42
DH_181,115.0,97.498,-62.784
DH_181,120.0,97.51,-63.125
DH_181,125.0,97.515,-63.45
DH_181,130.0,98.131,-63.775
DH_181,135.0,98.301,-64.033
DH_181,140.0,97.652,-64.267
DH_181,145.0,97.961,-64.585
DH_181,150.0,98.477,-64.925
DH_181,155.0,96.172,-65.172
DH_181,160.0,95.784,-65.226
DH_181,165.0,97.325,-65.317
DH_181,170.0,95.572,-65.651
DH_181,175.0,95.078,-65.98
DH_181,180.0,97.18,-66.203
DH_181,185.0,97.636,-66.434
DH_181,190.0,97.457,-66.675
DH_181,195.0,97.626,-66.933
DH_181,200.0,97.608,-67.267
DH_181,205.0,97.418,-67.525
DH_181,210.0,97.042,-67.783
DH_181,215.0,97.491,-68.009
DH_181,220.0,97.701,-68.134
DH_181,225.0,96.806,-68.434
DH_181,230.0,96.64,-68.717
DH_181,235.0,97.506,-68.892
DH_181,240.0,97.693,-69.084
DH_181,245.0,97.384,-69.258
